word,location,hits
anima,Hong Kong,5
anima,Netherlands,5
anima,United Arab Emirates,5
anima,India,5
anima,Thailand,4
anima,South Korea,4
anima,Taiwan,4
anima,Japan,3
anima,Vietnam,3
anima,Russia,2
anima,Ukraine,2
sehnsucht,Germany,100
sehnsucht,Austria,76
sehnsucht,Switzerland,52
sehnsucht,Luxembourg,32
sehnsucht,Netherlands,5
sehnsucht,Belgium,5
sehnsucht,Italy,4
sehnsucht,Denmark,3
sehnsucht,Mexico,3
sehnsucht,Czechia,3
sehnsucht,Finland,3
sehnsucht,Norway,3
sehnsucht,Hungary,3
sehnsucht,Sweden,2
sehnsucht,Portugal,2
sehnsucht,Poland,2
sehnsucht,Russia,2
sehnsucht,Greece,2
sehnsucht,Chile,2
sehnsucht,Israel,2
sehnsucht,Spain,2
sehnsucht,Ukraine,2
sehnsucht,Romania,2
sehnsucht,France,1
sehnsucht,Argentina,1
sehnsucht,Canada,1
sehnsucht,Australia,1
sehnsucht,United Kingdom,1
sehnsucht,Colombia,1
sehnsucht,United States,1
sehnsucht,Turkey,1
sehnsucht,Brazil,1
wasuremono,Japan,100
wasuremono,United Kingdom,55
wasuremono,Vietnam,34
wasuremono,United States,27
wasuremono,Italy,7
formacja,Poland,100
formacja,Ireland,1
formacja,United Kingdom,1
formacja,Sweden,1
formacja,Germany,1
shouganai,Singapore,100
shouganai,Philippines,88
shouganai,Canada,42
shouganai,Mexico,36
shouganai,Brazil,36
shouganai,Hong Kong,35
shouganai,Japan,32
shouganai,United States,21
shouganai,France,21
shouganai,United Kingdom,14
shouganai,Thailand,14
shouganai,Germany,11
metanoia,Philippines,100
metanoia,Romania,73
metanoia,Brazil,41
metanoia,Nicaragua,31
metanoia,South Africa,30
metanoia,Argentina,26
metanoia,Guatemala,25
metanoia,Costa Rica,23
metanoia,Puerto Rico,22
metanoia,El Salvador,21
metanoia,Paraguay,21
metanoia,Panama,19
metanoia,Chile,19
metanoia,Dominican Republic,18
metanoia,Ecuador,17
metanoia,Colombia,15
metanoia,Poland,14
metanoia,United Kingdom,14
metanoia,Mexico,13
metanoia,Indonesia,13
metanoia,Venezuela,12
metanoia,Peru,11
metanoia,Bolivia,11
metanoia,Uruguay,11
metanoia,Switzerland,10
metanoia,Singapore,10
metanoia,Austria,10
metanoia,United States,10
metanoia,Belgium,9
metanoia,United Arab Emirates,8
metanoia,Portugal,8
metanoia,Ireland,8
metanoia,Croatia,8
metanoia,Finland,8
metanoia,Netherlands,8
metanoia,Canada,8
metanoia,Australia,7
metanoia,New Zealand,7
metanoia,Hungary,7
metanoia,Italy,7
metanoia,Spain,6
metanoia,Nigeria,6
metanoia,India,5
metanoia,Norway,5
metanoia,Czechia,5
metanoia,Germany,5
metanoia,France,5
metanoia,Slovakia,5
metanoia,Hong Kong,5
metanoia,Pakistan,5
metanoia,Malaysia,5
metanoia,Greece,4
metanoia,Denmark,4
metanoia,Taiwan,3
metanoia,Sweden,3
metanoia,South Korea,2
metanoia,Japan,2
metanoia,Ukraine,2
metanoia,Russia,1
metanoia,Turkey,1
weltschmerz,Netherlands,100
weltschmerz,Poland,60
weltschmerz,Serbia,39
weltschmerz,Belgium,27
weltschmerz,Croatia,22
weltschmerz,Norway,16
weltschmerz,Germany,16
weltschmerz,Austria,14
weltschmerz,Denmark,12
weltschmerz,Switzerland,7
weltschmerz,Sweden,6
weltschmerz,Finland,6
weltschmerz,Canada,6
weltschmerz,United Kingdom,6
weltschmerz,United States,5
weltschmerz,Singapore,5
weltschmerz,Australia,5
weltschmerz,Czechia,4
weltschmerz,United Arab Emirates,4
weltschmerz,Philippines,4
weltschmerz,Italy,3
weltschmerz,Spain,3
weltschmerz,South Africa,2
weltschmerz,Portugal,2
weltschmerz,Turkey,2
weltschmerz,India,2
weltschmerz,Pakistan,2
weltschmerz,France,2
weltschmerz,Russia,2
weltschmerz,Brazil,1
weltschmerz,Mexico,1
razbliuto,Philippines,100
razbliuto,Malaysia,62
razbliuto,Lebanon,54
razbliuto,Singapore,46
razbliuto,Japan,35
razbliuto,Colombia,32
razbliuto,Hungary,27
razbliuto,Mexico,23
razbliuto,India,21
razbliuto,Argentina,20
razbliuto,United Kingdom,19
razbliuto,United States,15
razbliuto,Indonesia,14
razbliuto,Canada,13
razbliuto,Spain,13
razbliuto,Russia,13
razbliuto,Italy,10
razbliuto,Taiwan,10
razbliuto,Netherlands,8
razbliuto,Pakistan,8
razbliuto,Australia,7
razbliuto,Peru,6
razbliuto,Germany,4
razbliuto,Turkey,4
razbliuto,Brazil,4
mandilón,Mexico,100
mandilón,Peru,38
mandilón,Colombia,20
mandilón,Spain,20
mandilón,United States,7
titip,Indonesia,100
titip,Malaysia,5
titip,Singapore,2
titip,Hong Kong,1
titip,Taiwan,1
titip,India,1
aeipathy,India,100
aeipathy,United States,96
aeipathy,Spain,25
aeipathy,Argentina,25
anecdoche,Bangladesh,100
anecdoche,Philippines,56
anecdoche,United States,31
anecdoche,Canada,26
anecdoche,United Kingdom,21
anecdoche,Australia,20
anecdoche,India,18
anecdoche,Turkey,2
vozdukh,Russia,100
vozdukh,Germany,5
noniná,Spain,100
glückspilz,Germany,100
glückspilz,Austria,42
glückspilz,Switzerland,32
vellichor,Singapore,100
vellichor,South Africa,95
vellichor,Australia,89
vellichor,Philippines,83
vellichor,United States,70
vellichor,United Kingdom,55
vellichor,New Zealand,45
vellichor,Canada,41
vellichor,India,28
vellichor,Taiwan,27
vellichor,Indonesia,25
vellichor,Turkey,17
vellichor,Russia,6
njuta,Sweden,100
njuta,Finland,5
njuta,Netherlands,1
njuta,Germany,1
sumud,Indonesia,100
sumud,Turkey,85
sumud,Netherlands,81
sumud,Israel,53
sumud,Italy,48
sumud,India,36
sumud,Australia,25
sumud,Canada,21
sumud,Brazil,20
sumud,United States,20
dépayser,France,100
dépayser,Canada,21
dépayser,Brazil,3
seijaku,Philippines,100
seijaku,Indonesia,61
seijaku,Malaysia,41
seijaku,Mexico,41
seijaku,Argentina,21
seijaku,Thailand,21
seijaku,Brazil,18
seijaku,France,16
seijaku,Spain,15
seijaku,Russia,13
seijaku,United States,11
seijaku,Italy,11
seijaku,United Kingdom,8
gezelligheid,Netherlands,100
gezelligheid,Belgium,20
occhiolism,Canada,100
occhiolism,United States,73
occhiolism,Australia,53
occhiolism,India,39
occhiolism,United Kingdom,35
occhiolism,Philippines,21
schilderwald,Germany,100
schilderwald,Austria,78
schilderwald,Switzerland,33
dreikäsehoch,Switzerland,100
dreikäsehoch,Germany,37
dreikäsehoch,Austria,11
kairosclerosis,Spain,100
kairosclerosis,Philippines,87
kairosclerosis,Argentina,84
kairosclerosis,Mexico,72
kairosclerosis,Colombia,41
kairosclerosis,United States,22
kairosclerosis,Indonesia,22
kairosclerosis,Canada,12
kairosclerosis,India,11
kairosclerosis,United Kingdom,9
kairosclerosis,Brazil,4
kairosclerosis,Germany,2
arlésienne,France,100
arlésienne,Côte d’Ivoire,52
arlésienne,Switzerland,28
arlésienne,Belgium,23
arlésienne,Algeria,19
arlésienne,Morocco,9
arlésienne,Canada,4
arlésienne,United Kingdom,1
friolero,Spain,100
friolero,Chile,62
friolero,Mexico,24
friolero,Argentina,13
friolero,Turkey,5
friolero,United Kingdom,2
friolero,United States,2
mangomoment,Belgium,100
mangomoment,Netherlands,39
firgun,Indonesia,100
firgun,Ireland,78
firgun,India,73
firgun,Brazil,51
firgun,Turkey,44
firgun,United Kingdom,36
firgun,Mexico,24
firgun,United States,16
parea,Greece,100
parea,Cyprus,18
parea,North Macedonia,16
parea,Paraguay,13
parea,Brazil,12
parea,Peru,8
parea,Romania,7
parea,Ecuador,7
parea,Colombia,5
parea,Chile,5
parea,El Salvador,4
parea,Bolivia,4
parea,Honduras,4
parea,Mexico,4
parea,Uruguay,4
parea,Moldova,3
parea,Venezuela,3
parea,Dominican Republic,3
parea,Panama,3
parea,Argentina,3
parea,Guatemala,3
parea,South Africa,3
parea,Puerto Rico,2
parea,Australia,2
parea,Costa Rica,2
parea,Portugal,2
parea,Spain,2
parea,Italy,1
parea,Germany,1
parea,Vietnam,1
pantoffelheld,Switzerland,100
pantoffelheld,Austria,86
pantoffelheld,Germany,74
pantoffelheld,Belgium,46
pantoffelheld,Netherlands,20
taarof,Morocco,100
taarof,Algeria,44
taarof,Iran,3
taarof,France,1
taarof,Canada,1
uitwaaien,Netherlands,100
uitwaaien,Belgium,54
uitwaaien,Canada,2
uitwaaien,United States,1
uitwaaien,Italy,1
uitwaaien,India,1
uitwaaien,Chile,1
uitwaaien,United Kingdom,1
dépaysement,Belgium,100
dépaysement,France,39
dépaysement,Morocco,28
dépaysement,Tunisia,26
dépaysement,Canada,4
dépaysement,Philippines,2
dépaysement,United Kingdom,2
dépaysement,Italy,1
dépaysement,Turkey,1
dépaysement,United States,1
nostalgie,Côte d’Ivoire,100
nostalgie,Belgium,41
nostalgie,France,18
nostalgie,Senegal,17
nostalgie,Martinique,17
nostalgie,Guadeloupe,12
nostalgie,Tunisia,11
nostalgie,Luxembourg,11
nostalgie,Cameroon,11
nostalgie,Réunion,9
nostalgie,Switzerland,6
nostalgie,Algeria,6
nostalgie,Lebanon,5
nostalgie,Morocco,4
nostalgie,Germany,4
nostalgie,Austria,3
nostalgie,Czechia,3
nostalgie,Netherlands,3
nostalgie,Serbia,1
nostalgie,Romania,1
nostalgie,Bulgaria,1
nostalgie,Israel,1
nostalgie,Canada,1
nostalgie,Portugal,1
házisárkány,Hungary,100
volya,Armenia,100
volya,Moldova,61
volya,Latvia,36
volya,Georgia,31
volya,Lithuania,29
volya,Ukraine,23
volya,Azerbaijan,19
volya,Uzbekistan,18
volya,Estonia,11
volya,Kyrgyzstan,10
volya,Belarus,7
volya,Czechia,6
volya,Kazakhstan,4
volya,Slovakia,3
volya,Bulgaria,2
volya,Brazil,2
volya,Ireland,2
volya,Israel,2
volya,Italy,2
volya,Russia,2
volya,Canada,1
volya,Germany,1
volya,Norway,1
volya,Portugal,1
volya,Romania,1
volya,Netherlands,1
volya,Turkey,1
volya,Sweden,1
volya,Australia,1
volya,Finland,1
volya,United Kingdom,1
volya,Spain,1
volya,United States,1
volya,United Arab Emirates,1
volya,Singapore,1
shemomechama,Georgia,100
dozywocie,Poland,100
dozywocie,Ireland,8
dozywocie,United Kingdom,2
dozywocie,Germany,2
kucir,Indonesia,100
kucir,India,1
goesting,Belgium,100
goesting,Netherlands,36
goesting,Austria,2
forelsket,Denmark,100
forelsket,Norway,83
forelsket,Sweden,1
lieko,Latvia,100
lieko,Finland,24
lieko,Brazil,1
lieko,Belgium,1
lieko,Netherlands,1
strikhedonia,India,100
strikhedonia,United States,93
strikhedonia,United Kingdom,52
jein,Georgia,100
jein,Armenia,34
jein,Colombia,21
jein,Germany,16
jein,Austria,10
jein,Chile,9
jein,Bulgaria,9
jein,Taiwan,7
jein,Switzerland,7
jein,El Salvador,7
jein,Paraguay,6
jein,Greece,5
jein,Ecuador,4
jein,Bangladesh,4
jein,Venezuela,4
jein,Indonesia,4
jein,Costa Rica,4
jein,Netherlands,3
jein,Bolivia,3
jein,Italy,3
jein,Argentina,3
jein,Pakistan,3
jein,Peru,3
jein,Algeria,3
jein,Spain,3
jein,Mexico,3
jein,Iran,3
jein,Belgium,2
jein,Dominican Republic,2
jein,Denmark,2
jein,Serbia,2
jein,India,2
jein,France,2
jein,Israel,2
jein,Ukraine,1
jein,Russia,1
jein,Malaysia,1
jein,United Kingdom,1
jein,Poland,1
jein,Vietnam,1
jein,Canada,1
jein,Philippines,1
jein,South Korea,1
jein,United States,1
jein,Sweden,1
estrenar,Argentina,100
estrenar,Colombia,69
estrenar,Uruguay,66
estrenar,Paraguay,62
estrenar,Spain,41
estrenar,Venezuela,38
estrenar,Ecuador,32
estrenar,Bolivia,32
estrenar,El Salvador,28
estrenar,Honduras,27
estrenar,Panama,24
estrenar,Guatemala,21
estrenar,Peru,20
estrenar,Mexico,19
estrenar,Costa Rica,14
estrenar,Puerto Rico,14
estrenar,Dominican Republic,12
estrenar,Chile,11
estrenar,United States,1
estrenar,United Kingdom,1
estrenar,Italy,1
estrenar,Canada,1
philoxenia,Serbia,100
philoxenia,Greece,90
philoxenia,North Macedonia,88
philoxenia,Romania,40
philoxenia,Cyprus,31
philoxenia,Bulgaria,29
philoxenia,Bosnia & Herzegovina,17
philoxenia,Austria,6
philoxenia,Germany,5
philoxenia,Belgium,3
philoxenia,Czechia,3
philoxenia,United Kingdom,3
philoxenia,Switzerland,2
philoxenia,Netherlands,2
philoxenia,Slovakia,2
philoxenia,Russia,2
philoxenia,France,2
philoxenia,Ukraine,2
philoxenia,Italy,1
philoxenia,Poland,1
philoxenia,Sweden,1
philoxenia,Canada,1
philoxenia,United States,1
ser/estar,France,100
ser/estar,Spain,81
ser/estar,Brazil,74
ser/estar,United States,51
ser/estar,Mexico,48
bilita,Australia,100
bilita,Mexico,95
bilita,Italy,55
bilita,Spain,17
bilita,United States,7
nodus,Latvia,100
nodus,Lithuania,49
nodus,Estonia,41
nodus,Serbia,39
nodus,Denmark,34
nodus,Albania,29
nodus,Norway,29
nodus,Moldova,28
nodus,Bosnia & Herzegovina,28
nodus,Netherlands,26
nodus,Slovenia,24
nodus,Croatia,24
nodus,Hungary,23
nodus,Uruguay,20
nodus,France,20
nodus,Czechia,19
nodus,Sweden,19
nodus,Poland,19
nodus,Bulgaria,18
nodus,Australia,17
nodus,Slovakia,17
nodus,Finland,17
nodus,New Zealand,15
nodus,Georgia,15
nodus,Belgium,14
nodus,Canada,13
nodus,Singapore,13
nodus,Indonesia,13
nodus,Germany,12
nodus,Portugal,12
nodus,Romania,12
nodus,Greece,12
nodus,Venezuela,11
nodus,Belarus,11
nodus,Kazakhstan,11
nodus,Austria,11
nodus,Switzerland,11
nodus,Ukraine,10
nodus,Russia,10
nodus,United States,9
nodus,Argentina,9
nodus,Turkey,9
nodus,Brazil,8
nodus,Chile,8
nodus,United Kingdom,8
nodus,Israel,8
nodus,Malaysia,8
nodus,Spain,7
nodus,Italy,7
nodus,Ireland,7
nodus,Philippines,7
nodus,United Arab Emirates,5
nodus,Peru,5
nodus,Morocco,4
nodus,South Africa,4
nodus,Mexico,4
nodus,Hong Kong,4
nodus,South Korea,3
nodus,Saudi Arabia,3
nodus,Colombia,2
nodus,India,1
vybafnout,France,100
vybafnout,United States,61
xiao,Singapore,100
xiao,Myanmar (Burma),39
xiao,Malaysia,26
xiao,China,25
xiao,Brunei,20
xiao,Cambodia,15
xiao,Hong Kong,15
xiao,Philippines,10
xiao,Indonesia,9
xiao,Vietnam,5
xiao,Australia,4
xiao,Taiwan,4
xiao,New Zealand,4
xiao,Canada,3
xiao,Thailand,3
xiao,United States,2
xiao,Chile,2
xiao,United Arab Emirates,2
xiao,South Korea,2
xiao,Peru,2
xiao,Germany,2
xiao,Spain,2
xiao,France,2
xiao,Austria,2
xiao,Bangladesh,2
xiao,Portugal,1
xiao,Brazil,1
xiao,Switzerland,1
xiao,United Kingdom,1
xiao,Netherlands,1
xiao,Italy,1
xiao,Finland,1
xiao,Belgium,1
xiao,Poland,1
xiao,Sweden,1
xiao,Norway,1
xiao,Mexico,1
xiao,Czechia,1
xiao,Romania,1
xiao,Ecuador,1
xiao,Ireland,1
xiao,Argentina,1
xiao,Denmark,1
xiao,Colombia,1
xiao,Hungary,1
xiao,Greece,1
xiao,Israel,1
xiao,Venezuela,1
xiao,Pakistan,1
xiao,India,1
xiao,Russia,1
xiao,South Africa,1
xiao,Japan,1
xiao,Saudi Arabia,1
talaka,Tanzania,100
talaka,Kenya,10
talaka,Nigeria,10
talaka,Hungary,2
talaka,Belarus,1
tingo,Peru,100
tingo,Dominican Republic,38
tingo,Ecuador,13
tingo,Guatemala,4
tingo,Ghana,3
tingo,Panama,2
tingo,Colombia,2
tingo,Sri Lanka,2
tingo,Russia,2
tingo,Bolivia,2
tingo,Nigeria,1
tingo,Belgium,1
tingo,Venezuela,1
tingo,Chile,1
tingo,Switzerland,1
tingo,Spain,1
tingo,Mexico,1
tingo,Italy,1
tingo,Argentina,1
beau,Guernsey,100
beau,Gabon,53
beau,Côte d’Ivoire,44
beau,Mauritius,44
beau,Congo - Kinshasa,39
beau,Cameroon,35
beau,Madagascar,34
beau,Réunion,33
beau,Haiti,33
beau,Martinique,28
beau,Guadeloupe,28
beau,France,27
beau,Senegal,26
beau,Belgium,17
beau,Algeria,15
beau,Tunisia,15
beau,Luxembourg,11
beau,Switzerland,11
beau,Morocco,10
beau,Romania,7
beau,Canada,5
beau,Lebanon,5
beau,Netherlands,5
beau,Australia,4
beau,New Zealand,3
beau,United States,3
beau,United Kingdom,2
beau,Ireland,2
beau,South Africa,2
beau,Singapore,1
beau,United Arab Emirates,1
beau,Philippines,1
beau,Denmark,1
beau,Austria,1
beau,Germany,1
beau,Portugal,1
beau,Italy,1
beau,Malaysia,1
beau,Sweden,1
beau,Spain,1
beau,Greece,1
beau,Finland,1
voetstoots,Namibia,100
voetstoots,South Africa,65
voetstoots,Zimbabwe,56
voetstoots,Botswana,40
voetstoots,Eswatini,22
voetstoots,Netherlands,4
ohrwurm,Germany,100
ohrwurm,Austria,92
ohrwurm,Switzerland,50
ohrwurm,Luxembourg,33
ohrwurm,Belgium,3
ohrwurm,Denmark,2
ohrwurm,Netherlands,2
ohrwurm,Portugal,1
ohrwurm,Italy,1
ohrwurm,Australia,1
ohrwurm,United Kingdom,1
ohrwurm,France,1
ohrwurm,Poland,1
ohrwurm,Canada,1
ohrwurm,Spain,1
ohrwurm,Mexico,1
ohrwurm,United States,1
ohrwurm,Argentina,1
ohrwurm,Turkey,1
ohrwurm,Russia,1
chingada,Mexico,100
chingada,Guatemala,32
chingada,Bolivia,27
chingada,Paraguay,22
chingada,El Salvador,19
chingada,Ecuador,17
chingada,Nicaragua,14
chingada,Honduras,14
chingada,Colombia,14
chingada,Peru,13
chingada,Panama,12
chingada,Argentina,11
chingada,Costa Rica,11
chingada,Chile,11
chingada,Dominican Republic,10
chingada,Venezuela,8
chingada,Uruguay,8
chingada,United States,7
chingada,Puerto Rico,6
chingada,Spain,3
chingada,Canada,2
chingada,Brazil,1
chingada,Netherlands,1
chingada,United Kingdom,1
chingada,Italy,1
merak,Indonesia,100
merak,North Macedonia,44
merak,Montenegro,22
merak,Turkey,21
merak,Serbia,15
merak,Malaysia,14
merak,Croatia,11
merak,Bosnia & Herzegovina,11
merak,Sri Lanka,5
merak,Czechia,4
merak,Bulgaria,4
merak,Austria,4
merak,Singapore,3
merak,Chile,3
merak,Slovakia,2
merak,Belgium,2
merak,Switzerland,2
merak,Netherlands,1
merak,Italy,1
merak,Germany,1
merak,Denmark,1
merak,Spain,1
merak,Sweden,1
merak,Canada,1
merak,Australia,1
merak,Taiwan,1
merak,United Kingdom,1
merak,France,1
uffda,Iran,100
uffda,Norway,78
uffda,United States,68
uffda,Canada,26
uffda,Germany,3
uffda,United Kingdom,3
uffda,Australia,2
zugzwang,Singapore,100
zugzwang,Switzerland,36
zugzwang,Germany,35
zugzwang,Argentina,30
zugzwang,Austria,28
zugzwang,Spain,23
zugzwang,New Zealand,22
zugzwang,United States,21
zugzwang,Norway,21
zugzwang,United Kingdom,20
zugzwang,Canada,19
zugzwang,Philippines,19
zugzwang,Malaysia,17
zugzwang,Australia,17
zugzwang,Ireland,17
zugzwang,Hungary,16
zugzwang,Czechia,15
zugzwang,Croatia,14
zugzwang,Chile,14
zugzwang,Italy,13
zugzwang,Mexico,12
zugzwang,Belgium,12
zugzwang,Netherlands,11
zugzwang,Turkey,11
zugzwang,Romania,11
zugzwang,South Africa,11
zugzwang,France,10
zugzwang,Sweden,10
zugzwang,Denmark,10
zugzwang,Colombia,9
zugzwang,Poland,8
zugzwang,Portugal,8
zugzwang,Peru,7
zugzwang,Venezuela,7
zugzwang,United Arab Emirates,6
zugzwang,Brazil,5
zugzwang,India,5
zugzwang,Russia,4
zugzwang,Ukraine,4
zugzwang,Indonesia,3
zugzwang,China,2
zugzwang,Japan,1
myötähäpeä,Finland,100
myötähäpeä,Russia,3
zeg,Suriname,100
zeg,Netherlands,32
zeg,Curaçao,31
zeg,Belgium,15
zeg,Hungary,7
zeg,Germany,6
zeg,Serbia,2
zeg,Azerbaijan,2
zeg,Georgia,1
zeg,Bosnia & Herzegovina,1
zeg,Lithuania,1
zeg,Poland,1
zeg,Austria,1
zeg,Bulgaria,1
zeg,Croatia,1
zeg,Switzerland,1
shinrin-yoku,Belgium,100
shinrin-yoku,Norway,82
shinrin-yoku,Denmark,78
shinrin-yoku,Canada,53
shinrin-yoku,Portugal,45
shinrin-yoku,Netherlands,44
shinrin-yoku,Italy,36
shinrin-yoku,United States,33
shinrin-yoku,United Kingdom,30
shinrin-yoku,Spain,23
shinrin-yoku,Germany,16
shinrin-yoku,Poland,14
shinrin-yoku,India,4
volta,Brazil,100
volta,Mozambique,68
volta,Italy,55
volta,Angola,55
volta,Portugal,52
volta,Ghana,43
volta,Switzerland,6
volta,Spain,5
volta,Belgium,4
volta,Poland,4
volta,Netherlands,3
volta,Argentina,3
volta,Finland,3
volta,Indonesia,3
volta,Sweden,3
volta,Mexico,3
volta,Chile,2
volta,Turkey,2
volta,France,2
volta,Australia,2
volta,Colombia,2
volta,Canada,2
volta,United Kingdom,2
volta,Germany,2
volta,United States,2
volta,Russia,1
volta,India,1
volta,Japan,1
qarrtsiluni,United States,100
qarrtsiluni,India,32
rauxa,Spain,100
rauxa,Mexico,16
rauxa,United States,10
rauxa,Brazil,5
rauxa,Argentina,1
rauxa,France,1
rauxa,United Kingdom,1
rauxa,India,1
desvelarse,Honduras,100
desvelarse,El Salvador,94
desvelarse,Guatemala,52
desvelarse,Mexico,45
desvelarse,Ecuador,23
desvelarse,Bolivia,18
desvelarse,Chile,15
desvelarse,Peru,15
desvelarse,Argentina,10
desvelarse,Colombia,9
desvelarse,Spain,9
desvelarse,Venezuela,8
desvelarse,United States,1
kuebiko,Canada,100
kuebiko,Philippines,90
kuebiko,United States,89
kuebiko,United Kingdom,58
on,Nigeria,100
on,United States,95
on,Ghana,93
on,South Africa,87
on,United Kingdom,85
on,Ireland,81
on,New Zealand,79
on,Canada,79
on,Australia,79
on,Kenya,70
on,Pakistan,64
on,Philippines,62
on,Singapore,56
on,India,47
on,United Arab Emirates,43
on,Malaysia,27
on,Hong Kong,27
on,Bangladesh,25
on,Finland,22
on,Norway,20
on,Belgium,16
on,Sweden,16
on,France,16
on,Greece,16
on,Denmark,16
on,Netherlands,14
on,Italy,14
on,Portugal,14
on,Romania,14
on,Israel,12
on,Switzerland,12
on,Indonesia,12
on,Egypt,12
on,Czechia,10
on,Saudi Arabia,10
on,South Korea,8
on,Chile,8
on,Spain,8
on,Argentina,8
on,Vietnam,8
on,Austria,8
on,Thailand,8
on,Poland,8
on,Germany,8
on,Brazil,8
on,Mexico,6
on,Turkey,6
on,Iran,6
on,Taiwan,6
on,Colombia,4
on,Russia,4
on,Japan,2
onsay,Philippines,100
onsay,Japan,16
onsay,Indonesia,7
onsay,Brazil,6
onsay,India,2
onsay,United States,1
drachenfutter,Romania,100
drachenfutter,Germany,68
drachenfutter,Switzerland,29
drachenfutter,Russia,28
drachenfutter,Ukraine,24
drachenfutter,Italy,21
drachenfutter,Austria,16
drachenfutter,Poland,10
drachenfutter,Mexico,9
drachenfutter,United Kingdom,8
drachenfutter,Chile,6
drachenfutter,United States,5
drachenfutter,Spain,5
drachenfutter,Japan,4
drachenfutter,India,1
istories,Greece,100
istories,Cyprus,69
istories,Albania,8
istories,Slovakia,1
ilunga,Congo - Kinshasa,100
ilunga,Congo - Brazzaville,10
ilunga,Tanzania,10
ilunga,Burundi,5
ilunga,Rwanda,4
ilunga,Zambia,3
ilunga,Angola,2
ilunga,Gabon,2
ilunga,South Africa,1
ilunga,Belgium,1
durcheinander,Germany,100
durcheinander,Luxembourg,71
durcheinander,Austria,54
durcheinander,Switzerland,48
durcheinander,Italy,1
talkoot,Finland,100
chutzpah,India,100
chutzpah,Pakistan,77
chutzpah,Singapore,68
chutzpah,United States,65
chutzpah,Australia,60
chutzpah,Canada,59
chutzpah,United Kingdom,52
chutzpah,Ireland,50
chutzpah,Kenya,50
chutzpah,United Arab Emirates,48
chutzpah,South Africa,48
chutzpah,New Zealand,47
chutzpah,Philippines,36
chutzpah,Bolivia,32
chutzpah,Israel,30
chutzpah,Hong Kong,27
chutzpah,Nigeria,24
chutzpah,Sweden,24
chutzpah,Bangladesh,22
chutzpah,Norway,17
chutzpah,Switzerland,17
chutzpah,Netherlands,17
chutzpah,Denmark,16
chutzpah,Malaysia,16
chutzpah,Finland,14
chutzpah,South Korea,13
chutzpah,Belgium,11
chutzpah,Portugal,10
chutzpah,France,10
chutzpah,Romania,9
chutzpah,Czechia,9
chutzpah,Austria,9
chutzpah,Greece,9
chutzpah,Taiwan,8
chutzpah,Germany,8
chutzpah,Saudi Arabia,7
chutzpah,China,7
chutzpah,Spain,6
chutzpah,Italy,5
chutzpah,Russia,4
chutzpah,Poland,4
chutzpah,Brazil,3
chutzpah,Argentina,3
chutzpah,Mexico,3
chutzpah,Indonesia,2
chutzpah,Japan,2
chutzpah,Vietnam,2
chutzpah,Turkey,2
eshaku,Indonesia,100
eshaku,Philippines,75
eshaku,Italy,19
pisan,Honduras,100
pisan,Indonesia,95
pisan,El Salvador,59
pisan,Finland,49
pisan,Slovenia,30
pisan,Croatia,17
pisan,Bosnia & Herzegovina,14
pisan,Serbia,12
pisan,Dominican Republic,12
pisan,Argentina,11
pisan,Peru,11
pisan,Ecuador,11
pisan,France,10
pisan,Bolivia,9
pisan,Uruguay,9
pisan,Mexico,8
pisan,Spain,7
pisan,Colombia,7
pisan,Costa Rica,7
pisan,Chile,6
pisan,Philippines,6
pisan,Venezuela,5
pisan,Guatemala,5
pisan,Malaysia,5
pisan,Switzerland,4
pisan,Italy,4
pisan,Belgium,3
pisan,United States,3
pisan,Canada,2
pisan,Singapore,2
pisan,Algeria,2
pisan,Sweden,2
pisan,Thailand,2
pisan,Denmark,2
pisan,Poland,2
pisan,Australia,2
pisan,Netherlands,1
pisan,Turkey,1
pisan,India,1
pisan,United Kingdom,1
pisan,Brazil,1
pisan,Germany,1
beschaulich,Austria,100
beschaulich,Germany,81
beschaulich,Switzerland,69
beschaulich,United Kingdom,3
beschaulich,United States,1
zechpreller,Austria,100
zechpreller,Germany,91
zechpreller,Switzerland,22
tima,Mozambique,100
tima,Somalia,22
tima,Iceland,14
tima,Montenegro,11
tima,Serbia,9
tima,Bosnia & Herzegovina,8
tima,Uzbekistan,5
tima,Slovenia,5
tima,Senegal,5
tima,Czechia,4
tima,Croatia,4
tima,Slovakia,4
tima,Armenia,4
tima,Lebanon,4
tima,Moldova,4
tima,Azerbaijan,3
tima,Lithuania,3
tima,Kyrgyzstan,3
tima,Ghana,3
tima,North Macedonia,3
tima,Latvia,2
tima,Vietnam,2
tima,South Africa,2
tima,Jordan,2
tima,Philippines,2
tima,Sweden,2
tima,Brazil,2
tima,Italy,2
tima,Georgia,2
tima,El Salvador,2
tima,New Zealand,2
tima,Bolivia,2
tima,Nigeria,2
tima,Morocco,2
tima,Paraguay,2
tima,Portugal,2
tima,Dominican Republic,2
tima,Kenya,1
tima,Denmark,1
tima,Panama,1
tima,Singapore,1
tima,Poland,1
tima,Hungary,1
tima,India,1
tima,United Arab Emirates,1
tima,Colombia,1
tima,Pakistan,1
tima,Ecuador,1
tima,Peru,1
tima,Sri Lanka,1
tima,Tunisia,1
tima,Norway,1
tima,Kazakhstan,1
tima,Guatemala,1
tima,Mexico,1
tima,Costa Rica,1
tima,Austria,1
tima,Finland,1
tima,Indonesia,1
tima,Switzerland,1
tima,Malaysia,1
tima,Algeria,1
tima,Chile,1
tima,Spain,1
